Order_ID,Order_Date,Customer_ID,Customer_Name,Customer_Segment,Region,Country,Sales_Channel,Category,Product,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Method,Order_Status,Delivery_Days,Promised_Delivery_Days,On_Time_Delivery
ORD-00965,2025-01-19,CUST-0284,Customer 284,Small Business,Europe,Germany,Partner,Furniture,Executive Chair,9,1466.44,0.05,12538.06,7538.09,4999.97,Cash,Completed,12,4,No
ORD-01035,2025-01-20,CUST-0296,Customer 296,Corporate,North America,Canada,Partner,Office Supplies,Premium Paper,5,88.7,0.05,421.32,331.59,89.73,PayPal,Completed,11,11,Yes
ORD-01400,2025-01-20,CUST-0290,Customer 290,Corporate,Asia Pacific,Australia,Partner,Technology,Business Monitor,5,1662.74,0.2,6650.96,4879.52,1771.44,Bank Transfer,Shipped,4,8,Yes
ORD-00631,2025-01-20,CUST-0064,Customer 64,Corporate,Middle East,UAE,Online,Office Supplies,Ink Cartridge,3,853.39,0.15,0.0,1773.0,0.0,Cash,Cancelled,11,8,No
ORD-00341,2025-01-21,CUST-0044,Customer 44,Corporate,Europe,United Kingdom,Online,Technology,Business Monitor,4,616.42,0.0,2465.68,1609.75,855.93,PayPal,Completed,4,4,Yes
ORD-00464,2025-01-21,CUST-0103,Customer 103,Consumer,Asia Pacific,Australia,Online,Office Supplies,Premium Paper,6,583.21,0.08,3219.32,2440.14,779.18,PayPal,Completed,6,4,No
ORD-00951,2025-01-23,CUST-0184,Customer 184,Consumer,Asia Pacific,India,Online,Office Supplies,Printer,3,1432.24,0.05,0.0,2362.22,0.0,PayPal,Cancelled,12,4,No
ORD-00127,2025-01-24,CUST-0050,Customer 50,Consumer,Middle East,Pakistan,Online,Accessories,Mechanical Keyboard,1,962.26,0.0,962.26,523.48,438.78,PayPal,Completed,6,6,Yes
ORD-00073,2025-01-25,CUST-0206,Customer 206,Consumer,North America,United States,Online,Furniture,Storage Cabinet,7,1677.88,0.08,10805.55,6502.07,4303.48,Credit Card,Completed,6,9,Yes
ORD-00655,2025-01-25,CUST-0034,Customer 34,Corporate,Europe,United Kingdom,Retail Store,Accessories,Wireless Mouse,3,1710.11,0.0,5130.33,2958.69,2171.64,PayPal,Completed,6,6,Yes
ORD-00985,2025-01-25,CUST-0050,Customer 50,Consumer,Middle East,Saudi Arabia,Retail Store,Accessories,Wireless Mouse,8,308.47,0.08,2270.34,1328.71,941.63,PayPal,Shipped,10,11,Yes
ORD-01482,2025-01-26,CUST-0135,Customer 135,Corporate,North America,Canada,Online,Accessories,Mechanical Keyboard,7,1422.61,0.08,9161.61,4861.75,4299.86,Cash,Completed,7,7,Yes
ORD-00382,2025-01-26,CUST-0057,Customer 57,Corporate,Asia Pacific,Singapore,Partner,Accessories,Webcam,5,462.48,0.02,2266.15,1392.24,873.91,Credit Card,Completed,10,10,Yes
ORD-00400,2025-01-26,CUST-0166,Customer 166,Consumer,Middle East,UAE,Online,Furniture,Standing Desk,5,1304.86,0.02,0.0,3957.22,0.0,Bank Transfer,Cancelled,9,5,No
ORD-01255,2025-01-26,CUST-0266,Customer 266,Corporate,Asia Pacific,Australia,Online,Technology,Laptop Pro 14,2,1238.44,0.05,2353.04,1366.51,986.53,Credit Card,Completed,2,4,Yes
ORD-01140,2025-01-27,CUST-0195,Customer 195,Consumer,Asia Pacific,Australia,Retail Store,Technology,Laptop Pro 14,3,923.16,0.1,2492.53,2013.22,479.31,Bank Transfer,Completed,11,8,No
ORD-00014,2025-01-27,CUST-0283,Customer 283,Small Business,North America,United States,Online,Office Supplies,Ink Cartridge,1,583.87,0.15,496.29,341.5,154.79,Cash,Completed,6,11,Yes
ORD-01137,2025-01-27,CUST-0092,Customer 92,Small Business,Latin America,Mexico,Online,Office Supplies,Premium Paper,4,1321.74,0.08,4864.0,3459.24,1404.76,PayPal,Completed,14,8,No
ORD-01224,2025-01-28,CUST-0297,Customer 297,Consumer,Latin America,Brazil,Online,Technology,Tablet X,5,460.73,0.02,2257.58,1397.26,860.32,Bank Transfer,Completed,3,4,Yes
ORD-00569,2025-01-28,CUST-0207,Customer 207,Consumer,Latin America,Brazil,Online,Office Supplies,Office Organizer,10,705.52,0.05,6702.44,3951.7,2750.74,PayPal,Completed,9,6,No
ORD-00995,2025-01-28,CUST-0230,Customer 230,Consumer,Europe,Germany,Retail Store,Accessories,Webcam,1,343.14,0.15,291.67,209.87,81.8,PayPal,Completed,10,11,Yes
ORD-00600,2025-01-29,CUST-0176,Customer 176,Consumer,North America,United States,Online,Furniture,Conference Table,4,1655.61,0.1,5960.2,4317.89,1642.31,Credit Card,Shipped,11,10,No
ORD-00006,2025-01-30,CUST-0154,Customer 154,Small Business,North America,United States,Retail Store,Office Supplies,Ink Cartridge,4,1067.74,0.1,3843.86,2564.56,1279.3,Bank Transfer,Completed,1,6,Yes
ORD-00030,2025-01-30,CUST-0274,Customer 274,Consumer,North America,Canada,Retail Store,Furniture,Executive Chair,5,1105.86,0.2,4423.44,3231.41,1192.03,Cash,Completed,10,3,No
ORD-00035,2025-01-30,CUST-0035,Customer 35,Consumer,Latin America,Brazil,Retail Store,Office Supplies,Ink Cartridge,3,1776.02,0.02,5221.5,2732.45,2489.05,Credit Card,Shipped,1,5,Yes
ORD-00975,2025-01-31,CUST-0246,Customer 246,Small Business,North America,United States,Online,Furniture,Conference Table,1,924.16,0.15,785.54,530.24,255.3,PayPal,Completed,6,3,No
ORD-00381,2025-02-01,CUST-0103,Customer 103,Corporate,North America,United States,Partner,Accessories,Mechanical Keyboard,4,612.55,0.08,2254.18,1575.09,679.09,Cash,Completed,11,7,No
ORD-00938,2025-02-02,CUST-0219,Customer 219,Small Business,Latin America,Brazil,Online,Office Supplies,Ink Cartridge,5,479.52,0.05,2277.72,1387.9,889.82,PayPal,Completed,4,3,No
ORD-00274,2025-02-03,CUST-0177,Customer 177,Consumer,Latin America,Mexico,Online,Accessories,USB-C Hub,4,757.23,0.2,2423.14,1354.1,1069.04,PayPal,Completed,11,6,No
ORD-00624,2025-02-03,CUST-0178,Customer 178,Consumer,Europe,Germany,Online,Technology,Tablet X,4,1722.37,0.02,6751.69,5061.4,1690.29,Bank Transfer,Completed,13,4,No
ORD-01339,2025-02-03,CUST-0214,Customer 214,Small Business,North America,Canada,Retail Store,Office Supplies,Printer,3,1041.73,0.05,2968.93,2369.06,599.87,PayPal,Completed,4,11,Yes
ORD-00097,2025-02-03,CUST-0012,Customer 12,Consumer,Asia Pacific,Singapore,Retail Store,Accessories,USB-C Hub,8,1087.78,0.15,7396.9,4558.19,2838.71,PayPal,Completed,11,4,No
ORD-00029,2025-02-03,CUST-0133,Customer 133,Corporate,Asia Pacific,Australia,Online,Accessories,Webcam,1,1368.35,0.02,1340.98,865.25,475.73,Bank Transfer,Completed,10,3,No
ORD-00063,2025-02-04,CUST-0145,Customer 145,Corporate,Middle East,Saudi Arabia,Online,Office Supplies,Office Organizer,8,1612.09,0.05,12251.88,7900.27,4351.61,Cash,Completed,13,11,No
ORD-01451,2025-02-04,CUST-0008,Customer 8,Corporate,Europe,France,Online,Technology,Laptop Pro 14,6,462.68,0.02,2720.56,1455.97,1264.59,PayPal,Completed,2,7,Yes
ORD-00397,2025-02-04,CUST-0092,Customer 92,Corporate,Latin America,Brazil,Online,Furniture,Storage Cabinet,9,956.13,0.08,7916.76,4301.19,3615.57,Bank Transfer,Shipped,10,10,Yes
ORD-00315,2025-02-05,CUST-0012,Customer 12,Consumer,Middle East,Saudi Arabia,Online,Technology,Laptop Pro 14,8,1472.08,0.02,11541.11,7503.28,4037.83,Credit Card,Shipped,11,8,No
ORD-00905,2025-02-05,CUST-0292,Customer 292,Corporate,Europe,Germany,Online,Office Supplies,Printer,8,1121.18,0.1,8072.5,5363.42,2709.08,Bank Transfer,Completed,13,5,No
ORD-00977,2025-02-06,CUST-0066,Customer 66,Consumer,Asia Pacific,India,Online,Technology,Business Monitor,1,1752.16,0.0,1752.16,1127.05,625.11,Bank Transfer,Completed,3,9,Yes
ORD-00426,2025-02-06,CUST-0141,Customer 141,Corporate,Asia Pacific,Australia,Partner,Furniture,Executive Chair,1,502.94,0.05,0.0,383.79,0.0,Credit Card,Cancelled,7,7,Yes
ORD-00897,2025-02-06,CUST-0261,Customer 261,Consumer,Europe,Germany,Online,Technology,Business Monitor,2,632.98,0.0,1265.96,890.47,375.49,PayPal,Completed,12,6,No
ORD-00723,2025-02-06,CUST-0251,Customer 251,Corporate,North America,United States,Online,Office Supplies,Office Organizer,9,640.6,0.1,5188.86,3380.69,1808.17,Bank Transfer,Returned,14,7,No
ORD-00627,2025-02-07,CUST-0082,Customer 82,Consumer,Europe,France,Online,Furniture,Standing Desk,2,1334.07,0.0,2668.14,1400.67,1267.47,Cash,Completed,2,6,Yes
ORD-00262,2025-02-07,CUST-0145,Customer 145,Corporate,Latin America,Brazil,Partner,Technology,Wireless Router,4,1201.62,0.05,4566.16,3419.4,1146.76,Bank Transfer,Completed,3,6,Yes
ORD-00738,2025-02-08,CUST-0280,Customer 280,Corporate,Middle East,UAE,Online,Office Supplies,Office Organizer,3,1629.51,0.0,4888.53,2924.91,1963.62,Bank Transfer,Completed,4,10,Yes
ORD-00752,2025-02-09,CUST-0114,Customer 114,Small Business,Latin America,Mexico,Online,Furniture,Conference Table,8,1085.8,0.1,7817.76,4906.65,2911.11,PayPal,Completed,2,6,Yes
ORD-01389,2025-02-11,CUST-0170,Customer 170,Small Business,Latin America,Mexico,Online,Accessories,Mechanical Keyboard,10,1698.22,0.02,16642.56,12233.37,4409.19,Credit Card,Completed,13,8,No
ORD-00997,2025-02-12,CUST-0142,Customer 142,Corporate,Latin America,Mexico,Online,Accessories,Wireless Mouse,7,947.22,0.02,6497.93,5098.25,1399.68,PayPal,Completed,11,4,No
ORD-01210,2025-02-12,CUST-0203,Customer 203,Consumer,Latin America,Brazil,Retail Store,Office Supplies,Premium Paper,10,91.59,0.08,842.63,495.6,347.03,Credit Card,Completed,7,8,Yes
ORD-01124,2025-02-12,CUST-0079,Customer 79,Consumer,Middle East,Pakistan,Online,Technology,Business Monitor,9,736.57,0.02,6496.55,4092.42,2404.13,Cash,Completed,11,11,Yes
ORD-01384,2025-02-14,CUST-0014,Customer 14,Corporate,North America,United States,Partner,Furniture,Conference Table,9,1576.52,0.15,12060.38,6403.71,5656.67,Bank Transfer,Completed,12,11,No
ORD-00935,2025-02-15,CUST-0243,Customer 243,Consumer,North America,Canada,Online,Furniture,Conference Table,6,976.79,0.0,5860.74,4096.65,1764.09,PayPal,Completed,1,11,Yes
ORD-00645,2025-02-15,CUST-0058,Customer 58,Consumer,North America,Canada,Online,Furniture,Storage Cabinet,10,733.04,0.2,5864.32,4112.19,1752.13,PayPal,Completed,8,7,No
ORD-00224,2025-02-16,CUST-0213,Customer 213,Consumer,Europe,France,Online,Office Supplies,Ink Cartridge,5,1688.04,0.0,8440.2,6269.54,2170.66,Cash,Completed,11,4,No
ORD-00422,2025-02-17,CUST-0290,Customer 290,Corporate,Middle East,Pakistan,Online,Furniture,Executive Chair,4,1580.64,0.05,6006.43,4008.21,1998.22,Cash,Returned,9,4,No
ORD-01208,2025-02-17,CUST-0015,Customer 15,Consumer,Europe,France,Online,Accessories,USB-C Hub,3,1192.48,0.15,3040.82,2022.75,1018.07,Bank Transfer,Completed,9,10,Yes
ORD-00225,2025-02-18,CUST-0256,Customer 256,Corporate,North America,Canada,Online,Accessories,Wireless Mouse,1,702.52,0.05,0.0,479.07,0.0,Credit Card,Cancelled,3,3,Yes
ORD-01378,2025-02-18,CUST-0297,Customer 297,Corporate,Asia Pacific,India,Retail Store,Furniture,Standing Desk,6,106.46,0.1,574.88,357.34,217.54,Cash,Completed,6,10,Yes
ORD-01150,2025-02-18,CUST-0268,Customer 268,Consumer,Latin America,Brazil,Online,Furniture,Conference Table,9,1334.18,0.08,11047.01,7563.68,3483.33,Credit Card,Completed,10,8,No
ORD-00172,2025-02-19,CUST-0009,Customer 9,Consumer,North America,Canada,Online,Technology,Wireless Router,1,736.11,0.2,588.89,376.19,212.7,PayPal,Completed,14,4,No
ORD-00517,2025-02-19,CUST-0067,Customer 67,Consumer,Europe,France,Retail Store,Accessories,USB-C Hub,2,1797.56,0.0,3595.12,2884.06,711.06,Bank Transfer,Shipped,11,5,No
ORD-00979,2025-02-20,CUST-0200,Customer 200,Consumer,Europe,France,Partner,Furniture,Executive Chair,7,1048.04,0.08,6749.38,4577.8,2171.58,Credit Card,Completed,7,9,Yes
ORD-00048,2025-02-20,CUST-0085,Customer 85,Consumer,Asia Pacific,India,Online,Technology,Business Monitor,9,1120.85,0.08,9280.64,5100.0,4180.64,Credit Card,Shipped,3,8,Yes
ORD-01349,2025-02-20,CUST-0188,Customer 188,Consumer,Latin America,Brazil,Retail Store,Accessories,Mechanical Keyboard,9,494.6,0.08,4095.29,3231.84,863.45,PayPal,Completed,11,9,No
ORD-00058,2025-02-21,CUST-0158,Customer 158,Small Business,North America,Canada,Online,Office Supplies,Office Organizer,4,337.39,0.08,1241.6,674.49,567.11,Bank Transfer,Completed,12,6,No
ORD-01175,2025-02-21,CUST-0191,Customer 191,Consumer,Asia Pacific,Australia,Online,Office Supplies,Ink Cartridge,9,1773.89,0.2,12772.01,8627.42,4144.59,Cash,Completed,11,8,No
ORD-00373,2025-02-21,CUST-0220,Customer 220,Corporate,North America,Canada,Online,Office Supplies,Ink Cartridge,2,829.72,0.15,1410.52,777.69,632.83,PayPal,Completed,3,6,Yes
ORD-01225,2025-02-21,CUST-0225,Customer 225,Consumer,Europe,United Kingdom,Online,Technology,Business Monitor,3,331.77,0.08,915.69,602.98,312.71,Cash,Returned,6,11,Yes
ORD-01356,2025-02-21,CUST-0033,Customer 33,Corporate,Latin America,Brazil,Online,Technology,Wireless Router,10,939.72,0.1,8457.48,4516.22,3941.26,Bank Transfer,Returned,12,4,No
ORD-01066,2025-02-22,CUST-0206,Customer 206,Consumer,Middle East,Saudi Arabia,Retail Store,Office Supplies,Printer,7,1691.6,0.02,11604.38,7018.19,4586.19,Credit Card,Completed,13,3,No
ORD-00636,2025-02-22,CUST-0291,Customer 291,Small Business,Europe,United Kingdom,Partner,Office Supplies,Ink Cartridge,1,996.1,0.05,946.3,583.3,363.0,Credit Card,Shipped,14,5,No
ORD-01261,2025-02-23,CUST-0205,Customer 205,Small Business,North America,Canada,Online,Office Supplies,Printer,1,60.54,0.05,57.51,47.07,10.44,Credit Card,Completed,4,3,No
ORD-00211,2025-02-23,CUST-0066,Customer 66,Small Business,Asia Pacific,India,Online,Technology,Wireless Router,10,278.98,0.05,2650.31,1607.87,1042.44,Credit Card,Completed,2,8,Yes
ORD-01365,2025-02-23,CUST-0143,Customer 143,Corporate,Middle East,UAE,Retail Store,Technology,Tablet X,9,519.62,0.02,4583.05,3706.24,876.81,PayPal,Completed,8,8,Yes
ORD-01027,2025-02-23,CUST-0176,Customer 176,Consumer,Latin America,Mexico,Retail Store,Furniture,Conference Table,1,693.36,0.05,658.69,396.17,262.52,Credit Card,Completed,4,6,Yes
ORD-01362,2025-02-23,CUST-0047,Customer 47,Small Business,North America,Canada,Online,Office Supplies,Ink Cartridge,6,1399.5,0.08,7725.24,4566.22,3159.02,Bank Transfer,Completed,6,9,Yes
ORD-00347,2025-02-23,CUST-0123,Customer 123,Consumer,Asia Pacific,Singapore,Online,Technology,Wireless Router,1,1075.06,0.02,1053.56,571.04,482.52,Cash,Completed,14,11,No
ORD-00308,2025-02-24,CUST-0113,Customer 113,Consumer,Europe,Germany,Online,Technology,Tablet X,7,236.11,0.02,1619.71,1109.5,510.21,PayPal,Shipped,10,10,Yes
ORD-00350,2025-02-25,CUST-0068,Customer 68,Consumer,Asia Pacific,Australia,Online,Office Supplies,Ink Cartridge,6,1622.53,0.08,8956.37,6765.93,2190.44,PayPal,Returned,5,3,No
ORD-01057,2025-02-26,CUST-0024,Customer 24,Consumer,Middle East,UAE,Online,Furniture,Conference Table,7,216.87,0.08,0.0,1068.77,0.0,PayPal,Cancelled,8,4,No
ORD-00838,2025-02-26,CUST-0045,Customer 45,Corporate,Europe,Germany,Online,Furniture,Standing Desk,5,489.94,0.08,2253.72,1619.45,634.27,PayPal,Completed,13,7,No
ORD-00457,2025-02-26,CUST-0242,Customer 242,Consumer,North America,Canada,Online,Technology,Wireless Router,4,1386.61,0.0,5546.44,4524.18,1022.26,Credit Card,Completed,12,7,No
ORD-00138,2025-02-27,CUST-0249,Customer 249,Corporate,Asia Pacific,India,Partner,Furniture,Storage Cabinet,7,183.08,0.05,1217.48,956.67,260.81,Cash,Completed,12,3,No
ORD-00869,2025-02-28,CUST-0296,Customer 296,Corporate,Latin America,Mexico,Retail Store,Furniture,Standing Desk,4,1242.3,0.05,4720.74,2719.0,2001.74,PayPal,Completed,10,6,No
ORD-01099,2025-02-28,CUST-0221,Customer 221,Corporate,Middle East,UAE,Retail Store,Furniture,Storage Cabinet,7,141.67,0.05,0.0,581.24,0.0,Bank Transfer,Cancelled,12,11,No
ORD-00579,2025-03-01,CUST-0194,Customer 194,Corporate,Europe,Germany,Retail Store,Accessories,Wireless Mouse,3,368.46,0.0,1105.38,845.68,259.7,Cash,Shipped,1,5,Yes
ORD-00599,2025-03-02,CUST-0100,Customer 100,Consumer,North America,United States,Online,Accessories,Mechanical Keyboard,5,400.33,0.08,0.0,1140.07,0.0,PayPal,Cancelled,8,10,Yes
ORD-00263,2025-03-02,CUST-0027,Customer 27,Consumer,North America,Canada,Online,Furniture,Standing Desk,9,604.92,0.1,4899.85,3441.61,1458.24,Credit Card,Completed,2,8,Yes
ORD-00146,2025-03-02,CUST-0165,Customer 165,Consumer,North America,United States,Online,Technology,Tablet X,6,516.06,0.08,2848.65,1823.32,1025.33,Credit Card,Completed,5,4,No
ORD-01065,2025-03-03,CUST-0289,Customer 289,Consumer,Europe,France,Retail Store,Furniture,Conference Table,3,1357.37,0.1,3664.9,2219.42,1445.48,Cash,Completed,11,10,No
ORD-00691,2025-03-03,CUST-0286,Customer 286,Small Business,Europe,France,Online,Accessories,USB-C Hub,1,635.59,0.0,0.0,479.06,0.0,Credit Card,Cancelled,7,10,Yes
ORD-01092,2025-03-03,CUST-0173,Customer 173,Small Business,Asia Pacific,India,Online,Accessories,Webcam,1,1297.87,0.0,1297.87,840.8,457.07,PayPal,Completed,6,8,Yes
ORD-00799,2025-03-03,CUST-0056,Customer 56,Consumer,Asia Pacific,Singapore,Online,Office Supplies,Premium Paper,5,317.25,0.08,1459.35,781.48,677.87,PayPal,Shipped,10,6,No
ORD-00451,2025-03-04,CUST-0274,Customer 274,Corporate,Middle East,Saudi Arabia,Retail Store,Technology,Wireless Router,10,1698.16,0.05,16132.52,12212.68,3919.84,Cash,Completed,7,8,Yes
ORD-01468,2025-03-05,CUST-0153,Customer 153,Consumer,Europe,Germany,Partner,Furniture,Conference Table,3,285.74,0.15,728.64,446.31,282.33,Bank Transfer,Completed,7,3,No
ORD-00269,2025-03-05,CUST-0130,Customer 130,Consumer,Europe,France,Online,Technology,Tablet X,8,937.74,0.15,6376.63,3650.96,2725.67,Cash,Completed,12,8,No
ORD-00924,2025-03-06,CUST-0278,Customer 278,Corporate,Middle East,UAE,Online,Furniture,Executive Chair,6,767.01,0.08,4233.9,3057.76,1176.14,Cash,Completed,8,7,No
ORD-01348,2025-03-08,CUST-0287,Customer 287,Corporate,Europe,France,Online,Office Supplies,Office Organizer,3,1738.28,0.05,4954.1,3741.21,1212.89,Credit Card,Completed,11,7,No
ORD-00292,2025-03-08,CUST-0063,Customer 63,Small Business,North America,Canada,Retail Store,Technology,Wireless Router,7,1542.22,0.0,10795.54,8401.7,2393.84,Bank Transfer,Completed,1,6,Yes
ORD-01251,2025-03-08,CUST-0147,Customer 147,Corporate,Middle East,UAE,Retail Store,Office Supplies,Printer,10,1484.29,0.0,14842.9,7817.82,7025.08,Bank Transfer,Completed,4,5,Yes
ORD-00208,2025-03-08,CUST-0257,Customer 257,Small Business,Asia Pacific,Singapore,Partner,Furniture,Executive Chair,2,618.85,0.05,1175.82,629.67,546.15,Credit Card,Completed,7,5,No
ORD-00561,2025-03-09,CUST-0248,Customer 248,Consumer,Asia Pacific,Australia,Online,Technology,Laptop Pro 14,3,558.05,0.02,1640.67,1323.15,317.52,Bank Transfer,Completed,10,9,No
ORD-01053,2025-03-09,CUST-0194,Customer 194,Consumer,Latin America,Mexico,Online,Office Supplies,Premium Paper,2,1799.13,0.08,3310.4,2237.29,1073.11,Bank Transfer,Completed,1,5,Yes
ORD-00481,2025-03-09,CUST-0109,Customer 109,Corporate,Asia Pacific,India,Online,Accessories,Webcam,10,1426.03,0.08,0.0,7654.85,0.0,Cash,Cancelled,11,9,No
ORD-00133,2025-03-09,CUST-0121,Customer 121,Consumer,North America,United States,Retail Store,Technology,Wireless Router,2,1055.58,0.05,2005.6,1566.26,439.34,PayPal,Shipped,9,7,No
ORD-01446,2025-03-11,CUST-0187,Customer 187,Consumer,North America,Canada,Online,Accessories,Mechanical Keyboard,8,1010.77,0.15,6873.24,4979.39,1893.85,Cash,Completed,4,3,No
ORD-00229,2025-03-11,CUST-0199,Customer 199,Small Business,Latin America,Brazil,Partner,Office Supplies,Premium Paper,1,1299.03,0.15,1104.18,838.26,265.92,Credit Card,Completed,7,6,No
ORD-00611,2025-03-13,CUST-0294,Customer 294,Small Business,North America,Canada,Online,Technology,Tablet X,6,1135.92,0.02,6679.21,3897.04,2782.17,Credit Card,Completed,3,7,Yes
ORD-00862,2025-03-13,CUST-0034,Customer 34,Small Business,Europe,France,Online,Office Supplies,Premium Paper,5,1246.44,0.08,0.0,3382.35,0.0,PayPal,Cancelled,6,7,Yes
ORD-01058,2025-03-14,CUST-0029,Customer 29,Corporate,Europe,United Kingdom,Online,Furniture,Standing Desk,5,436.45,0.2,1745.8,1187.35,558.45,PayPal,Completed,5,11,Yes
ORD-00300,2025-03-14,CUST-0017,Customer 17,Consumer,North America,Canada,Partner,Office Supplies,Office Organizer,5,518.46,0.0,2592.3,1864.67,727.63,Cash,Returned,5,11,Yes
ORD-00608,2025-03-15,CUST-0286,Customer 286,Consumer,Europe,France,Partner,Furniture,Conference Table,10,1119.03,0.15,9511.75,5573.17,3938.58,PayPal,Completed,7,10,Yes
ORD-00136,2025-03-15,CUST-0028,Customer 28,Small Business,Europe,United Kingdom,Partner,Furniture,Storage Cabinet,7,540.96,0.0,3786.72,3059.48,727.24,Credit Card,Completed,14,4,No
ORD-00026,2025-03-15,CUST-0007,Customer 7,Consumer,Middle East,Pakistan,Retail Store,Technology,Wireless Router,4,679.37,0.02,2663.13,1436.8,1226.33,Credit Card,Returned,11,8,No
ORD-00991,2025-03-16,CUST-0104,Customer 104,Small Business,Middle East,UAE,Online,Accessories,Webcam,1,43.87,0.1,39.48,29.76,9.72,Cash,Completed,11,5,No
ORD-01212,2025-03-16,CUST-0296,Customer 296,Consumer,Europe,Germany,Online,Office Supplies,Ink Cartridge,8,1299.05,0.05,9872.78,6149.56,3723.22,Credit Card,Returned,12,4,No
ORD-00279,2025-03-17,CUST-0161,Customer 161,Small Business,Asia Pacific,India,Retail Store,Office Supplies,Premium Paper,6,910.57,0.08,5026.35,3629.11,1397.24,Credit Card,Completed,8,11,Yes
ORD-00484,2025-03-18,CUST-0225,Customer 225,Small Business,Asia Pacific,Singapore,Retail Store,Technology,Laptop Pro 14,5,1542.92,0.1,6943.14,3913.07,3030.07,PayPal,Completed,2,5,Yes
ORD-01174,2025-03-18,CUST-0178,Customer 178,Consumer,North America,Canada,Online,Accessories,USB-C Hub,8,1371.37,0.08,10093.28,8219.95,1873.33,Bank Transfer,Completed,4,5,Yes
ORD-01323,2025-03-18,CUST-0094,Customer 94,Small Business,Latin America,Mexico,Online,Technology,Wireless Router,1,1381.08,0.15,1173.92,789.4,384.52,Cash,Completed,11,3,No
ORD-01358,2025-03-19,CUST-0172,Customer 172,Corporate,Europe,Germany,Retail Store,Office Supplies,Premium Paper,4,1553.8,0.05,5904.44,4535.99,1368.45,Cash,Completed,12,10,No
ORD-00238,2025-03-20,CUST-0066,Customer 66,Consumer,North America,United States,Online,Accessories,USB-C Hub,2,988.15,0.0,1976.3,1186.28,790.02,Bank Transfer,Completed,8,9,Yes
ORD-00959,2025-03-20,CUST-0244,Customer 244,Consumer,North America,Canada,Online,Furniture,Executive Chair,3,1792.09,0.1,4838.64,3122.17,1716.47,Credit Card,Completed,14,7,No
ORD-01102,2025-03-20,CUST-0253,Customer 253,Consumer,Latin America,Brazil,Online,Accessories,Wireless Mouse,4,891.63,0.08,0.0,1767.7,0.0,Bank Transfer,Cancelled,14,5,No
ORD-00748,2025-03-21,CUST-0041,Customer 41,Consumer,Asia Pacific,India,Online,Furniture,Storage Cabinet,4,722.75,0.05,2746.45,2203.18,543.27,Cash,Completed,14,9,No
ORD-00603,2025-03-21,CUST-0003,Customer 3,Consumer,North America,Canada,Online,Furniture,Storage Cabinet,4,1588.64,0.1,5719.1,3616.19,2102.91,Credit Card,Completed,3,3,Yes
ORD-01139,2025-03-21,CUST-0205,Customer 205,Consumer,Europe,France,Partner,Technology,Wireless Router,2,622.14,0.05,1182.07,678.88,503.19,Cash,Completed,8,6,No
ORD-01270,2025-03-21,CUST-0286,Customer 286,Consumer,Europe,United Kingdom,Online,Technology,Laptop Pro 14,4,1137.99,0.02,4460.92,2469.93,1990.99,PayPal,Shipped,11,6,No
ORD-00463,2025-03-22,CUST-0061,Customer 61,Corporate,Middle East,UAE,Online,Office Supplies,Printer,7,1757.66,0.15,10458.08,7008.47,3449.61,Credit Card,Shipped,6,6,Yes
ORD-01387,2025-03-22,CUST-0057,Customer 57,Small Business,Middle East,Saudi Arabia,Online,Office Supplies,Ink Cartridge,4,1235.39,0.0,0.0,3052.11,0.0,PayPal,Cancelled,8,10,Yes
ORD-01351,2025-03-22,CUST-0283,Customer 283,Consumer,Latin America,Brazil,Partner,Accessories,Webcam,2,998.0,0.05,1896.2,1119.18,777.02,PayPal,Shipped,11,11,Yes
ORD-01213,2025-03-22,CUST-0287,Customer 287,Consumer,North America,United States,Partner,Furniture,Executive Chair,5,770.56,0.0,3852.8,3123.3,729.5,Cash,Completed,11,9,No
ORD-00605,2025-03-23,CUST-0288,Customer 288,Corporate,North America,Canada,Online,Accessories,Mechanical Keyboard,6,222.01,0.08,1225.5,669.73,555.77,PayPal,Completed,7,3,No
ORD-00950,2025-03-23,CUST-0165,Customer 165,Consumer,Asia Pacific,Singapore,Online,Technology,Tablet X,9,906.89,0.15,6937.71,5550.01,1387.7,Bank Transfer,Returned,3,6,Yes
ORD-01097,2025-03-23,CUST-0005,Customer 5,Small Business,North America,Canada,Partner,Accessories,USB-C Hub,8,1757.78,0.02,13781.0,10995.37,2785.63,PayPal,Returned,8,11,Yes
ORD-00226,2025-03-24,CUST-0216,Customer 216,Corporate,North America,Canada,Retail Store,Technology,Tablet X,3,1052.36,0.02,3093.94,1986.49,1107.45,Credit Card,Completed,11,9,No
ORD-00207,2025-03-24,CUST-0202,Customer 202,Small Business,North America,Canada,Online,Technology,Wireless Router,1,864.28,0.2,691.42,489.3,202.12,PayPal,Completed,4,5,Yes
ORD-01452,2025-03-24,CUST-0236,Customer 236,Consumer,Asia Pacific,India,Retail Store,Furniture,Conference Table,2,765.83,0.05,1455.08,971.98,483.1,Credit Card,Completed,10,7,No
ORD-01113,2025-03-24,CUST-0231,Customer 231,Consumer,North America,Canada,Online,Furniture,Standing Desk,9,552.83,0.05,4726.7,2466.57,2260.13,PayPal,Shipped,11,5,No
ORD-00104,2025-03-24,CUST-0039,Customer 39,Small Business,Europe,United Kingdom,Online,Technology,Tablet X,10,1171.26,0.05,11126.97,7347.82,3779.15,Credit Card,Completed,12,5,No
